Job Family Group,Job Families,Job Profile Long,Career Track,Track Level,Career Track Sort,Pay Grade,Min,Mid,Max,Grade Key
Shared Services,Workforce Mgmt,"Analyst 1, Workforce Mgmt",Business Professional,BP1,31,7,49500,61900,74300,U8-1
Shared Services,Workforce Mgmt,"Analyst 2, Workforce Mgmt",Business Professional,BP2,32,9,55400,69300,83100,U9-1
Shared Services,Workforce Mgmt,"Analyst 3, Workforce Mgmt",Business Professional,BP3,33,12,75800,94700,113700,U12-1
Shared Services,Workforce Mgmt,"Analyst 4, Workforce Mgmt",Business Professional,BP4,34,14,91700,114600,137600,U14-1
Shared Services,Workforce Mgmt,"Analyst 5, Workforce Mgmt",Business Professional,BP5,35,17,119800,149800,179700,U17-1
Shared Services,Workforce Mgmt,"Analyst 6, Workforce Mgmt",Business Professional,BP6,36,19,138400,176400,214500,U19-1
Shared Services,Workforce Mgmt,"Supervisor, Workforce Mgmt",Management,MG1,47,7,55400,69300,83100,U9-1
Shared Services,Workforce Mgmt,"Sr Supervisor, Workforce Mgmt",Management,MG2,48,10,68900,86100,103400,U11-1
Shared Services,Workforce Mgmt,"Manager, Workforce Mgmt",Management,MG3,49,13,75800,94700,113700,U12-1
Shared Services,Workforce Mgmt,"Sr Manager, Workforce Mgmt",Management,MG4,50,16,109900,137400,164900,U16-1
Shared Services,Workforce Mgmt,"Assc Director, Workforce Mgmt",Management,MG4,50,16,109900,137400,164900,U16-1
Shared Services,Workforce Mgmt,"Director, Workforce Mgmt",Management,MG5,51,20,149800,191000,232200,U20-1
Shared Services,Workforce Mgmt,"Sr Director, Workforce Mgmt",Management,MG6,52,22,173100,225000,277000,U22-1
Strategic Planning & Corporate Development,Corporate Development,"Manager, Corporate Development",Management,MG3,49,17,119800,149800,179700,U17-1
Strategic Planning & Corporate Development,Corporate Development,"Sr Manager, Corporate Development",Management,MG4,50,19,126900,161800,196700,U18-1
Strategic Planning & Corporate Development,Corporate Development,"Assc Director, Corporate Development",Management,MG4,50,19,126900,161800,196700,U18-1
Strategic Planning & Corporate Development,Corporate Development,"Director, Corporate Development",Management,MG5,51,20,149800,191000,232200,U20-1
Strategic Planning & Corporate Development,Corporate Development,"Sr Director, Strategy & Corporate Development",Management,MG6,52,23,188500,245000,301600,U23-1
Strategic Planning & Corporate Development,Strategy & Planning,Strategy Analyst,Business Professional,BP1,31,10,49500,61900,74300,U8-1
Strategic Planning & Corporate Development,Strategy & Planning,Sr. Strategy Analyst,Business Professional,BP2,32,11,75800,94700,113700,U12-1
Strategic Planning & Corporate Development,Strategy & Planning,Strategy Manager,Business Professional,BP3,33,13,100900,126100,151400,U15-1
Strategic Planning & Corporate Development,Strategy & Planning,Sr. Strategy Manager,Business Professional,BP4,34,16,109900,137400,164900,U16-1
Strategic Planning & Corporate Development,Strategy & Planning,Principal Strategy Manager,Business Professional,BP5,35,20,149800,191000,232200,U20-1
Strategic Planning & Corporate Development,Strategy & Planning,Sr Principal Strategy Manager,Business Professional,BP6,36,24,207700,270000,332300,U24-1
Strategic Planning & Corporate Development,Strategy & Planning,"Manager, Strategy & Planning",Management,MG3,49,17,119800,149800,179700,U17-1
Strategic Planning & Corporate Development,Strategy & Planning,"Sr Manager, Strategy & Planning",Management,MG4,50,19,126900,161800,196700,U18-1
Strategic Planning & Corporate Development,Strategy & Planning,"Assc Director, Strategy & Planning",Management,MG4,50,19,126900,161800,196700,U18-1
Strategic Planning & Corporate Development,Strategy & Planning,"Director, Strategy & Planning",Management,MG5,51,20,149800,191000,232200,U20-1
Strategic Planning & Corporate Development,Strategy & Planning,"Sr Director, Strategy & Planning",Management,MG6,52,23,188500,245000,301600,U23-1
Legal,Regulatory Affairs,Regulatory Affairs Specialist I,Business Professional,BP1,31,9,55400,69300,83100,U9-1
Legal,Regulatory Affairs,Regulatory Affairs Specialist II,Business Professional,BP2,32,11,68900,86100,103400,U11-1
Legal,Regulatory Affairs,Sr Regulatory Affairs Specialist I,Business Professional,BP3,33,13,83400,104200,125100,U13-1
Legal,Regulatory Affairs,Sr Regulatory Affairs Specialist II,Business Professional,BP4,34,16,109900,137400,164900,U16-1
Legal,Regulatory Affairs,Principal Regulatory Affairs Specialist,Business Professional,BP5,35,20,149800,191000,232200,U20-1
Legal,Regulatory Affairs,Sr Principal Regulatory Affairs Specialist,Business Professional,BP6,36,22,173100,225000,277000,U22-1
Legal,Regulatory Affairs,"Manager, Regulatory Affairs",Management,MG3,49,16,109900,137400,164900,U16-1
Legal,Regulatory Affairs,"Sr Manager, Regulatory Affairs",Management,MG4,50,19,138400,176400,214500,U19-1
Legal,Regulatory Affairs,"Assc Director, Regulatory Affairs",Management,MG4,50,19,138400,176400,214500,U19-1
Legal,Regulatory Affairs,"Director,  Regulatory Affairs",Management,MG5,51,21,161600,206000,250500,U21-1
Legal,Regulatory Affairs,"Sr Director,  Regulatory Affairs",Management,MG6,52,24,207700,270000,332300,U24-1
Marketing,Business Intelligence,Business Intelligence Analyst I,Technical Professional,TP1,39,9,55400,69300,83100,U9-1
Marketing,Business Intelligence,Business Intelligence Analyst II,Technical Professional,TP2,40,11,68900,86100,103400,U11-1
Marketing,Business Intelligence,Sr Business Intelligence Analyst I,Technical Professional,TP3,41,14,91700,114600,137600,U14-1
Marketing,Business Intelligence,Sr Business Intelligence Analyst II,Technical Professional,TP4,42,16,109900,137400,164900,U16-1
Marketing,Business Intelligence,Principal Business Intelligence Analyst,Technical Professional,TP5,43,18,126900,161800,196700,U18-1
Marketing,Business Intelligence,Sr Principal Business Intelligence Analyst,Technical Professional,TP6,44,22,173100,225000,277000,U22-1
Marketing,Business Intelligence,"Manager, Business Intelligence ",Management,MG3,49,16,109900,137400,164900,U16-1
Marketing,Business Intelligence,"Sr Manager, Business Intelligence ",Management,MG4,50,19,138400,176400,214500,U19-1
Marketing,Business Intelligence,"Assc Director, Business Intelligence ",Management,MG4,50,19,138400,176400,214500,U19-1
Marketing,Business Intelligence,"Director, Business Intelligence ",Management,MG5,51,21,161600,206000,250500,U21-1
Marketing,Business Intelligence,"Sr Director, Business Intelligence ",Management,MG6,52,24,207700,270000,332300,U24-1
Quality,Document Control,Document Control Specialist I,Business Professional,BP1,31,8,49500,61900,74300,U8-1
Quality,Document Control,Document Control Specialist II,Business Professional,BP2,32,9,55400,69300,83100,U9-1
Quality,Document Control,Sr Document Control Specialist I,Business Professional,BP3,33,11,68900,86100,103400,U11-1
Quality,Document Control,Sr Document Control Specialist II,Business Professional,BP4,34,14,91700,114600,137600,U14-1
Quality,Document Control,Principal Document Control Specialist,Business Professional,BP5,35,16,109900,137400,164900,U16-1
Quality,Document Control,Sr Principal Document Control Specialist,Business Professional,BP6,36,17,119800,149800,179700,U17-1
Quality,Document Control,"Manager, Document Control",Management,MG3,49,15,100900,126100,151400,U15-1
Quality,Document Control,"Sr Manager, Document Control",Management,MG4,50,18,126900,161800,196700,U18-1
Quality,Document Control,"Director, Document Control",Management,MG5,51,19,138400,176400,214500,U19-1
Quality,Document Control,"Sr Director, Document Control",Management,MG6,52,21,161600,206000,250500,U21-1
Quality,Quality Assurance Engineering,Quality Assurance Engineer I,Technical Professional,TP1,39,9,55400,69300,83100,U9-1
Quality,Quality Assurance Engineering,Quality Assurance Engineer II,Technical Professional,TP2,40,11,68900,86100,103400,U11-1
Quality,Quality Assurance Engineering,Sr Quality Assurance Engineer I,Technical Professional,TP3,41,13,83400,104200,125100,U13-1
Quality,Quality Assurance Engineering,Sr Quality Assurance Engineer II,Technical Professional,TP4,42,15,100900,126100,151400,U15-1
Quality,Quality Assurance Engineering,Principal Quality Assurance Engineer,Technical Professional,TP5,43,18,126900,161800,196700,U18-1
Quality,Quality Assurance Engineering,Sr Principal Quality Assurance Engineer,Technical Professional,TP6,44,19,138400,176400,214500,U19-1
Quality,Quality Assurance,Quality Assurance Assciate I,Business Support,BS1,4,4,31400,39300,47100,U4-1
Quality,Quality Assurance,Quality Assurance Assciate II,Business Support,BS2,5,6,39400,49300,59100,U6-1
Quality,Quality Assurance,Sr Quality Assurance Assciate I,Business Support,BS3,6,7,44200,55300,66300,U7-1
Quality,Quality Assurance,Lead Quality Assurance Assciate,Business Support,BS4,7,8,49500,61900,74300,U8-1
Quality,Quality Assurance,Quality Specialist I,Business Professional,BP1,31,8,49500,61900,74300,U8-1
Quality,Quality Assurance,Quality Specialist II,Business Professional,BP2,32,10,61500,76900,92300,U10-1
Quality,Quality Assurance,Sr Quality Specialist I,Business Professional,BP3,33,13,83400,104200,125100,U13-1
Quality,Quality Assurance,Sr Quality Specialist II,Business Professional,BP4,34,15,100900,126100,151400,U15-1
Quality,Quality Assurance,Principal Quality Specialist,Business Professional,BP5,35,18,126900,161800,196700,U18-1
Quality,Quality Assurance,Sr Principal Quality Specialist,Business Professional,BP6,36,19,138400,176400,214500,U19-1
Quality,Quality Assurance,"Supervisor, Quality Assurance",Management,MG1,47,10,61500,76900,92300,U10-1
Quality,Quality Assurance,"Sr Supervisor, Quality Assurance",Management,MG2,48,13,83400,104200,125100,U13-1
Quality,Quality Assurance,"Manager, Quality Assurance",Management,MG3,49,15,100900,126100,151400,U15-1
Quality,Quality Assurance,"Sr Manager, Quality Assurance",Management,MG4,50,19,138400,176400,214500,U19-1
Quality,Quality Assurance,"Director, Quality Assurance",Management,MG5,51,21,161600,206000,250500,U21-1
Quality,Quality Assurance,"Sr Director, Quality Assurance",Management,MG6,52,23,188500,245000,301600,U23-1
Quality,Quality Control,Quality Control Inspector I,Technical Support,TS1,9,4,31400,39300,47100,U4-1
Quality,Quality Control,Quality Control Inspector II,Technical Support,TS2,10,5,39400,49300,59100,U6-1
Quality,Quality Control,Sr Quality Control Inspector I,Technical Support,TS3,11,6,44200,55300,66300,U7-1
Quality,Quality Control,Sr Quality Control Inspector II,Technical Support,TS4,12,8,49500,61900,74300,U8-1
Quality,Quality Control,"Supervisor, Quality Control",Management,MG1,47,11,68900,86100,103400,U11-1
Quality,Quality Control,"Sr Supervisor, Quality Control",Management,MG2,48,13,83400,104200,125100,U13-1
Quality,Quality Control,Quality Technician I,Technical Support,TS1,9,5,35300,44100,53000,U5-1
Quality,Quality Control,Quality Technician II,Technical Support,TS2,10,5,39400,49300,59100,U6-1
Quality,Quality Control,Sr Quality Technician I,Technical Support,TS3,11,6,44200,55300,66300,U7-1
Quality,Quality Control,Sr Quality Technician II,Technical Support,TS4,12,9,55400,69300,83100,U9-1
Quality,Quality Control Engineering,Quality Control Engineer I,Technical Professional,TP1,39,8,49500,61900,74300,U8-1
Quality,Quality Control Engineering,Quality Control Engineer II,Technical Professional,TP2,40,10,61500,76900,92300,U10-1
Quality,Quality Control Engineering,Sr Quality Control Engineer I,Technical Professional,TP3,41,13,83400,104200,125100,U13-1
Quality,Quality Control Engineering,Sr Quality Control Engineer II,Technical Professional,TP4,42,15,100900,126100,151400,U15-1
Quality,Quality Control Engineering,Principal Quality Control Engineer,Technical Professional,TP5,43,17,119800,149800,179700,U17-1
Quality,Quality Control Engineering,Sr Principal Quality Control Engineer,Technical Professional,TP6,44,17,126900,161800,196700,U18-1
Quality,Quality Control Engineering,"Manager, Quality Control Engineering",Management,MG3,49,15,100900,126100,151400,U15-1
Quality,Quality Control Engineering,"Sr Manager, Quality Control Engineering",Management,MG4,50,18,126900,161800,196700,U18-1
Quality,Quality Control Engineering,"Director, Quality Control Engineering",Management,MG5,51,21,161600,206000,250500,U21-1
Quality,Quality Control Engineering,"Sr Director, Quality Control Engineering",Management,MG6,52,22,173100,225000,277000,U22-1
Quality,Quality Engineering,Quality Engineer I,Technical Professional,TP1,39,10,61500,76900,92300,U10-1
Quality,Quality Engineering,Quality Engineer II,Technical Professional,TP2,40,12,75800,94700,113700,U12-1
Quality,Quality Engineering,Sr Quality Engineer I,Technical Professional,TP3,41,14,91700,114600,137600,U14-1
Quality,Quality Engineering,Sr Quality Engineer II,Technical Professional,TP4,42,16,109900,137400,164900,U16-1
Quality,Quality Engineering,Principal Quality Engineer,Technical Professional,TP5,43,17,119800,149800,179700,U17-1
Quality,Quality Engineering,Sr Principal Quality Engineer,Technical Professional,TP6,44,19,138400,176400,214500,U19-1
Quality,Quality Engineering,"Manager, Quality Engineering",Management,MG3,49,17,119800,149800,179700,U17-1
Quality,Quality Engineering,"Sr Manager, Quality Engineering",Management,MG4,50,19,138400,176400,214500,U19-1
Quality,Quality Engineering,"Director, Quality Engineering",Management,MG5,51,21,161600,206000,250500,U21-1
Quality,Quality Engineering,"Sr Director, Quality Engineering",Management,MG6,52,23,188500,245000,301600,U23-1
Quality,Supplier Quality Engineering,Supplier Quality Engineer I,Technical Professional,TP1,39,10,61500,76900,92300,U10-1
Quality,Supplier Quality Engineering,Supplier Quality Engineer II,Technical Professional,TP2,40,11,75800,94700,113700,U12-1
Quality,Supplier Quality Engineering,Sr Supplier Quality Engineer I,Technical Professional,TP3,41,14,91700,114600,137600,U14-1
Quality,Supplier Quality Engineering,Sr Supplier Quality Engineer II,Technical Professional,TP4,42,16,109900,137400,164900,U16-1
Quality,Supplier Quality Engineering,Principal Supplier Quality Engineer,Technical Professional,TP5,43,19,138400,176400,214500,U19-1
Quality,Supplier Quality Engineering,Sr Principal Supplier Quality Engineer,Technical Professional,TP6,44,21,161600,206000,250500,U21-1
Quality,Supplier Quality Engineering,"Manager, Supplier Quality Engineering",Management,MG3,49,16,109900,137400,164900,U16-1
Quality,Supplier Quality Engineering,"Sr Manager, Supplier Quality Engineering",Management,MG4,50,19,138400,176400,214500,U19-1
Quality,Supplier Quality Engineering,"Director, Supplier Quality Engineering",Management,MG5,51,21,161600,206000,250500,U21-1
Quality,Supplier Quality Engineering,"Sr Director, Supplier Quality Engineering",Management,MG6,52,23,188500,245000,301600,U23-1
Quality,Quality Training,Quality Training Specialist I,Business Professional,BP1,31,9,55400,69300,83100,U9-1
Quality,Quality Training,Quality Training Specialist II,Business Professional,BP2,32,10,61500,76900,92300,U10-1
Quality,Quality Training,Sr Quality Training Specialist I,Business Professional,BP3,33,13,83400,104200,125100,U13-1
Quality,Quality Training,Sr Quality Training Specialist II,Business Professional,BP4,34,15,100900,126100,151400,U15-1
Quality,Quality Training,Principal Quality Training Specialist,Business Professional,BP5,35,17,119800,149800,179700,U17-1
Quality,Quality Training,Sr Principal Quality Training Specialist,Business Professional,BP6,36,,126900,161800,196700,U18-1
Quality,Quality Training,"Manager, Quality Training",Management,MG3,49,16,109900,137400,164900,U16-1
Quality,Quality Training,"Sr Manager, Quality Training",Management,MG4,50,18,126900,161800,196700,U18-1
Quality,Quality Training,"Director, Quality Training",Management,MG5,51,22,173100,225000,277000,U22-1
Quality,Quality Training,"Sr Director, Quality Training",Management,MG6,52,23,188500,245000,301600,U23-1
Quality,Product Complaints,"Assciate I, GPMS",Business Support,BS1,4,3,28100,35100,42200,U3-1
Quality,Product Complaints,"Assciate II, GPMS",Business Support,BS2,5,4,31400,39300,47100,U4-1
Quality,Product Complaints,"Assciate III, GPMS",Business Support,BS3,6,5,35300,44100,53000,U5-1
Quality,Product Complaints,"Lead Assciate, GPMS",Business Support,BS4,7,7,44200,55300,66300,U7-1
Quality,Product Complaints,Product Surveillance Specialist I,Business Professional,BP1,31,8,49500,61900,74300,U8-1
Quality,Product Complaints,Product Surveillance Specialist II,Business Professional,BP2,32,10,55400,69300,83100,U9-1
Quality,Product Complaints,Sr Product Surveillance Analyst I,Business Professional,BP3,33,12,75800,94700,113700,U12-1
Quality,Product Complaints,Sr Product Surveillance Analyst II,Business Professional,BP4,34,16,100900,126100,151400,U15-1
Quality,Product Complaints,Principal Product Surveillance Analyst,Business Professional,BP5,35,18,126900,161800,196700,U18-1
Quality,Product Complaints,Sr Principal Product Surveillance Analyst,Business Professional,BP6,36,19,138400,176400,214500,U19-1
Quality,Product Complaints,"Supervisor, Global Post-Market Surveillance",Management,MG1,47,11,68900,86100,103400,U11-1
Quality,Product Complaints,"Sr Supervisor, Global Post-Market Surveillance",Management,MG2,48,13,83400,104200,125100,U13-1
Quality,Product Complaints,"Manager, Global Post-Market Surveillance",Management,MG3,49,15,100900,126100,151400,U15-1
Quality,Product Complaints,"Sr Manager, Global Post-Market Surveillance",Management,MG4,50,18,126900,161800,196700,U18-1
Quality,Product Complaints,"Director, Global Post-Market Surveillance",Management,MG5,51,20,149800,191000,232200,U20-1
Quality,Product Complaints,"Sr Director, Global Post-Market Surveillance",Management,MG6,52,,161600,206000,250500,U21-1
Quality,Product Compliance,Product Compliance Specialist I,Business Professional,BP1,31,9,55400,69300,83100,U9-1
Quality,Product Compliance,Product Compliance Specialist II,Business Professional,BP2,32,11,68900,86100,103400,U11-1
Quality,Product Compliance,Sr Product Compliance Specialist I,Business Professional,BP3,33,14,91700,114600,137600,U14-1
Quality,Product Compliance,Sr Product Compliance Specialist II,Business Professional,BP4,34,16,109900,137400,164900,U16-1
Quality,Product Compliance,Principal Product Compliance Specialist,Business Professional,BP5,35,20,149800,191000,232200,U20-1
Quality,Product Compliance,Sr Principal Product Compliance Specialist,Business Professional,BP6,36,21,161600,206000,250500,U21-1
Quality,Product Compliance,"Manager, Product Compliance",Management,MG3,49,16,109900,137400,164900,U16-1
Quality,Product Compliance,"Sr Manager, Product Compliance",Management,MG4,50,20,149800,191000,232200,U20-1
Quality,Product Compliance,"Director, Product Compliance",Management,MG5,51,20,161600,206000,250500,U21-1
Quality,Product Compliance,"Sr Director, Product Compliance",Management,MG6,52,22,173100,225000,277000,U22-1
Human Resources,Talent Acquisition,Talent Acquisition Administrator I,Business Support,BS1,4,5,35300,44100,53000,U5-1
Human Resources,Talent Acquisition,Talent Acquisition Administrator II,Business Support,BS2,5,6,39400,49300,59100,U6-1
Human Resources,Talent Acquisition,Talent Acquisition Coordinator I,Business Support,BS3,6,7,44200,55300,66300,U7-1
Human Resources,Talent Acquisition,Talent Acquisition Coordinator II,Business Support,BS4,7,8,49500,61900,74300,U8-1
Human Resources,Talent Acquisition,Talent Acquisition Assciate,Business Professional,BP1,31,8,49500,61900,74300,U8-1
Human Resources,Talent Acquisition,Talent Acquisition Partner,Business Professional,BP2,32,10,61500,76900,92300,U10-1
Human Resources,Talent Acquisition,Sr Talent Acquisition Partner I,Business Professional,BP3,33,13,83400,104200,125100,U13-1
Human Resources,Talent Acquisition,Sr Talent Acquisition Partner II,Business Professional,BP4,34,16,109900,137400,164900,U16-1
Human Resources,Talent Acquisition,Principal Talent Acquisition Partner,Business Professional,BP5,35,19,138400,176400,214500,U19-1
Human Resources,Talent Acquisition,Sr Principal Talent Acquisition Partner,Business Professional,BP6,36,21,161600,206000,250500,U21-1
Human Resources,Talent Acquisition,"Manager, Talent Acquisition",Management,MG3,49,16,109900,137400,164900,U16-1
Human Resources,Talent Acquisition,"Sr Manager, Talent Acquisition",Management,MG4,50,18,126900,161800,196700,U18-1
Human Resources,Talent Acquisition,"Assc Director, Talent Acquisition",Management,MG4,50,18,126900,161800,196700,U18-1
Human Resources,Talent Acquisition,"Director, Talent Acquisition",Management,MG5,51,20,149800,191000,232200,U20-1
Human Resources,Talent Acquisition,"Sr Director, Talent Acquisition",Management,MG6,52,22,173100,225000,277000,U22-1
Human Resources,Compensation,Compensation Analyst I,Business Professional,BP1,31,9,55400,69300,83100,U9-1
Human Resources,Compensation,Compensation Analyst II,Business Professional,BP2,32,11,68900,86100,103400,U11-1
Human Resources,Compensation,Sr Compensation Analyst I,Business Professional,BP3,33,13,83400,104200,125100,U13-1
Human Resources,Compensation,Sr Compensation Analyst II,Business Professional,BP4,34,16,109900,137400,164900,U16-1
Human Resources,Compensation,Principal Compensation Analyst,Business Professional,BP5,35,18,126900,161800,196700,U18-1
Human Resources,Compensation,Sr Principal Compensation Analyst,Business Professional,BP6,36,20,149800,191000,232200,U20-1
Human Resources,Compensation,"Manager, Compensation",Management,MG3,49,16,109900,137400,164900,U16-1
Human Resources,Compensation,"Sr Manager, Compensation",Management,MG4,50,19,138400,176400,214500,U19-1
Human Resources,Compensation,"Director, Compensation",Management,MG5,51,21,161600,206000,250500,U21-1
Human Resources,Compensation,"Sr Director, Compensation",Management,MG6,52,23,188500,245000,301600,U23-1
Human Resources,Benefits,Benefits Administrator I,Business Support,BS1,4,4,31400,39300,47100,U4-1
Human Resources,Benefits,Benefits Administrator II,Business Support,BS2,5,6,39400,49300,59100,U6-1
Human Resources,Benefits,Benefits Coordinator I,Business Support,BS3,6,7,44200,55300,66300,U7-1
Human Resources,Benefits,Benefits Coordinator II,Business Support,BS4,7,8,49500,61900,74300,U8-1
Human Resources,Benefits,Benefits Analyst I,Business Professional,BP1,31,8,49500,61900,74300,U8-1
Human Resources,Benefits,Benefits Analyst II,Business Professional,BP2,32,9,55400,69300,83100,U9-1
Human Resources,Benefits,Sr Benefits Analyst I,Business Professional,BP3,33,12,75800,94700,113700,U12-1
Human Resources,Benefits,Sr Benefits Analyst II,Business Professional,BP4,34,15,100900,126100,151400,U15-1
Human Resources,Benefits,Principal Benefits Analyst,Business Professional,BP5,35,18,126900,161800,196700,U18-1
Human Resources,Benefits,Sr Principal Benefits Analyst,Business Professional,BP6,36,21,161600,206000,250500,U21-1
Human Resources,Benefits,"Manager, Benefits",Management,MG3,49,15,100900,126100,151400,U15-1
Human Resources,Benefits,"Sr Manager, Benefits",Management,MG4,50,17,119800,149800,179700,U17-1
Human Resources,Benefits,"Director, Benefits",Management,MG5,51,19,138400,176400,214500,U19-1
Human Resources,Benefits,"Sr Director, Benefits",Management,MG6,52,22,173100,225000,277000,U22-1
Human Resources,HR Technology,HR Technology Analyst I,Business Professional,BP1,31,8,49500,61900,74300,U8-1
Human Resources,HR Technology,HR Technology Analyst II,Business Professional,BP2,32,10,61500,76900,92300,U10-1
Human Resources,HR Technology,Sr HR Technology Analyst I,Business Professional,BP3,33,13,83400,104200,125100,U13-1
Human Resources,HR Technology,Sr HR Technology Analyst II,Business Professional,BP4,34,15,100900,126100,151400,U15-1
Human Resources,HR Technology,Principal HR Technology Analyst,Business Professional,BP5,35,18,126900,161800,196700,U18-1
Human Resources,HR Technology,Sr Principal HR Technology Analyst,Business Professional,BP6,36,20,149800,191000,232200,U20-1
Human Resources,HR Technology,"Manager, HR Technology",Management,MG3,49,16,109900,137400,164900,U16-1
Human Resources,HR Technology,"Sr Manager, HR Technology",Management,MG4,50,18,126900,161800,196700,U18-1
Human Resources,HR Technology,"Director, HR Technology",Management,MG5,51,20,149800,191000,232200,U20-1
Human Resources,HR Technology,"Sr Director, HR Technology",Management,MG6,52,22,173100,225000,277000,U22-1
Human Resources,L&D - Instructional Design,Instructional Designer I,Business Professional,BP1,31,8,49500,61900,74300,U8-1
Human Resources,L&D - Instructional Design,Instructional Designer II,Business Professional,BP2,32,10,61500,76900,92300,U10-1
Human Resources,L&D - Instructional Design,Sr Instructional Designer I,Business Professional,BP3,33,12,75800,94700,113700,U12-1
Human Resources,L&D - Instructional Design,Sr Instructional Designer II,Business Professional,BP4,34,15,100900,126100,151400,U15-1
Human Resources,L&D - Instructional Design,Principal Instructional Designer,Business Professional,BP5,35,17,119800,149800,179700,U17-1
Human Resources,L&D - Instructional Design,Sr Principal Instructional Designer,Business Professional,BP6,36,20,149800,191000,232200,U20-1
Human Resources,L&D - Trainers,Trainer I,Business Professional,BP1,31,3,44200,55300,66300,U7-1
Human Resources,L&D - Trainers,Trainer II,Business Professional,BP2,32,9,55400,69300,83100,U9-1
Human Resources,L&D - Trainers,Sr Trainer I,Business Professional,BP3,33,10,61500,76900,92300,U10-1
Human Resources,L&D - Trainers,Sr Trainer II,Business Professional,BP4,34,13,83400,104200,125100,U13-1
Human Resources,L&D - Trainers,Principal Trainer,Business Professional,BP5,35,17,119800,149800,179700,U17-1
Human Resources,L&D - Trainers,Sr Principal Trainer,Business Professional,BP6,36,19,138400,176400,214500,U19-1
Human Resources,Learning & Development,Learning & Development Specialist I,Business Professional,BP1,31,8,49500,61900,74300,U8-1
Human Resources,Learning & Development,Learning & Development Specialist II,Business Professional,BP2,32,10,61500,76900,92300,U10-1
Human Resources,Learning & Development,Sr Learning & Development Specialist I,Business Professional,BP3,33,12,75800,94700,113700,U12-1
Human Resources,Learning & Development,Sr Learning & Development Specialist II,Business Professional,BP4,34,15,100900,126100,151400,U15-1
Human Resources,Learning & Development,Principal Learning & Development Specialist,Business Professional,BP5,35,17,119800,149800,179700,U17-1
Human Resources,Learning & Development,Sr Principal Learning & Development Specialist,Business Professional,BP6,36,20,149800,191000,232200,U20-1
Human Resources,Learning & Development,"Manager, Learning & Development",Management,MG3,49,15,100900,126100,151400,U15-1
Human Resources,Learning & Development,"Sr Manager, Learning & Development",Management,MG4,50,17,119800,149800,179700,U17-1
Human Resources,Learning & Development,"Director, Learning & Org Development",Management,MG5,51,18,126900,161800,196700,U18-1
Human Resources,Learning & Development,"Sr Director, Learning & Org Development",Management,MG6,52,21,161600,206000,250500,U21-1
Human Resources,HR Business Partners,HR Generalist,Business Professional,BP1,31,10,61500,76900,92300,U10-1
Human Resources,HR Business Partners,HR Business Partner,Business Professional,BP2,32,10,68900,86100,103400,U11-1
Human Resources,HR Business Partners,Sr HR Business Partner I,Business Professional,BP3,33,13,83400,104200,125100,U13-1
Human Resources,HR Business Partners,Sr HR Business Partner II,Business Professional,BP4,34,15,100900,126100,151400,U15-1
Human Resources,HR Business Partners,Principal HR Business Partner,Business Professional,BP5,35,18,126900,161800,196700,U18-1
Human Resources,HR Business Partners,Sr Principal HR Business Partner,Business Professional,BP6,36,20,149800,191000,232200,U20-1
Human Resources,HR Business Partners,"Manager, HR Business Partner",Management,MG3,49,15,100900,126100,151400,U15-1
Human Resources,HR Business Partners,"Sr Manager, HR Business Partner",Management,MG4,50,18,126900,161800,196700,U18-1
Human Resources,HR Business Partners,"Director, HR Business Partner",Management,MG5,51,20,149800,191000,232200,U20-1
Human Resources,HR Business Partners,"Sr Director, HR Business Partner",Management,MG6,52,23,188500,245000,301600,U23-1
Human Resources,Human Resources-Executive,"VP, Human Resources",Executive,EX1,54,23,207700,270000,332300,U24-1
Human Resources,Human Resources-Executive,"SVP, Human Resources",Executive,EX3,56,26,246800,327000,407200,U26-1
Inside Sales,Pump Sales,"Specialist 1, Pump Sales - CAN",Sales Support,SS1,14,5,35300,44100,53000,U5-1
Inside Sales,Pump Sales,"Specialist 2, Pump Sales - CAN",Sales Support,SS2,15,7,44200,55300,66300,U7-1
Inside Sales,Pump Sales,"Specialist 3, Pump Sales - CAN",Sales Support,SS3,16,8,49500,61900,74300,U8-1
Inside Sales,Pump Sales,"Specialist 4, Pump Sales - CAN",Sales Support,SS4,17,9,55400,69300,83100,U9-1
Inside Sales,Pump Sales,"Supervisor, Pump Sales - CAN",Management,MG1,47,9,55400,69300,83100,U9-1
Inside Sales,Pump Sales,"Sr Supervisor, Pump Sales - CAN",Management,MG2,48,10,61500,76900,92300,U10-1
Inside Sales,Pump Sales,"Manager, Pump Sales - CAN",Management,MG3,49,12,75800,94700,113700,U12-1
Inside Sales,Pump Sales,"Sr Manager, Pump Sales - CAN",Management,MG4,50,16,109900,137400,164900,U16-1
Inside Sales,Pump Sales,"Director, Pump Sales - CAN",Management,MG5,51,16,119800,149800,179700,U17-1
Inside Sales,Pump Sales,"Sr Director, Pump Sales - CAN",Management,MG6,52,20,149800,191000,232200,U20-1
Customer Support,Sales Support - Supply Sales,"Specialist 1, Supply Sales - CAN",Business Support,BS1,4,4,31400,39300,47100,U4-1
Customer Support,Sales Support - Supply Sales,"Specialist 2, Supply Sales - CAN",Business Support,BS2,5,6,39400,49300,59100,U6-1
Customer Support,Sales Support - Supply Sales,"Specialist 3, Supply Sales - CAN",Business Support,BS3,6,7,44200,55300,66300,U7-1
Customer Support,Sales Support - Supply Sales,"Specialist 4, Supply Sales - CAN",Business Support,BS4,7,7,49500,61900,74300,U8-1
